bgg_id,mechanic
25229,Hexagon Grid
25233,Role Playing
25234,"Trading, Area Movement"
25242,Hand Management
25246,Modular Board
25248,"Hand Management, Drafting"
25253,"Dice Rolling, Simulation"
25261,"Dice Rolling, Point to Point Movement, Variable Player Powers, Line of Sight"
25270,Roll / Spin and Move
25271,"Dice Rolling, Roll / Spin and Move"
25277,"Dice Rolling, Hand Management, Simultaneous Action Selection, Area Movement, Secret Unit Deployment, Campaign / Battle Card Driven, Area-Impulse"
25292,"Dice Rolling, Action Points, Race, Variable Set-up, Variable Player Powers, Bias, Events, Area Movement, Pick-up and Deliver"
25294,"Tile Placement, Bingo"
25302,Hexagon Grid
25312,Crayon Rail System
25314,"Simulation, Solo / Solitaire Game"
25344,"Auction/Bidding, Tile Placement, Stock Holding, Network and Route Building"
25409,"Hand Management, Tile Placement"
25412,"Area Majority / Influence, Hand Management, Set Collection, Modular Board, Variable Player Powers, Variable Phase Order"
25417,"Area Majority / Influence, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Variable Player Powers, Grid Movement, Campaign / Battle Card Driven, Command Cards"
25420,"Set Collection, Tile Placement, Action Points, Enclosure, Modular Board"
25423,"Dice Rolling, Modular Board, Roll / Spin and Move"
25429,Voting
25453,"Dice Rolling, Dexterity"
25455,"Auction/Bidding, Betting and Bluffing"
25461,"Hand Management, Betting and Bluffing"
25462,Trick-taking
25469,Roll / Spin and Move
25470,"Hand Management, Tile Placement, Pattern Building, Drafting"
25475,"Dice Rolling, Dexterity"
25476,"Dice Rolling, Hexagon Grid, Grid Movement, Movement Points, Simulation, Ratio / Combat Results Table, Zone of Control"
25477,"Hexagon Grid, Simulation, Zone of Control"
25479,"Dice Rolling, Hexagon Grid"
25491,"Dice Rolling, Set Collection"
25516,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Zone of Control"
25526,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
25537,"Physical Removal, Dexterity"
25554,"Area Majority / Influence, Point to Point Movement, Drafting"
25567,"Auction/Bidding, Hand Management, Set Collection, Tile Placement, Pattern Building"
25568,"Area Majority / Influence, Auction/Bidding"
25569,"Dice Rolling, Paper-and-Pencil"
25574,"Set Collection, Memory"
25584,"Area Majority / Influence, Hand Management, Commodity Speculation, Increase Value of Unchosen Resources, Drafting"
25593,"Hand Management, Commodity Speculation"
25605,"Area Majority / Influence, Modular Board"
25613,"Auction/Bidding, Hand Management, Action Points, Drafting, TableauBuilding"
25617,Dexterity
25618,"Auction/Bidding, Negotiation, Area Movement, Secret Unit Deployment"
25623,Dice Rolling
25627,"Hand Management, Campaign / Battle Card Driven, Pick-up and Deliver"
25628,"Hand Management, Set Collection, Campaign / Battle Card Driven"
25642,"Dice Rolling, Action Points, Area Movement"
25643,"Area Majority / Influence, Set Collection, Tile Placement, Stock Holding"
25665,"Dice Rolling, Variable Player Powers, Simulation, Area Movement"
25669,"Hand Management, Tile Placement, Pattern Building"
25674,"Area Majority / Influence, Hand Management, Tile Placement, Multiple Maps"
25677,Dice Rolling
25685,"Hand Management, Action Points, Variable Player Powers, Simulation, Solo / Solitaire Game"
25687,Action Points
25695,"Real-Time, Dexterity"
25727,"Square Grid, Grid Movement"
25729,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Chit-Pull System, Line of Sight"
25738,"Paper-and-Pencil, Memory, Team-Based Game, Dexterity, Physical"
25754,"Set Collection, Memory"
25758,"Pattern Recognition, Memory, Dexterity"
25760,"Area Movement, Dexterity"
25768,"Negotiation, Role Playing, Drafting, Storytelling, Physical"
25772,"Pattern Recognition, Variable Player Powers, Team-Based Game"
25775,"Dice Rolling, Hexagon Grid, Grid Movement, Scenario / Mission / Campaign Game, Paper-and-Pencil, Simulation, Chit-Pull System, Three Dimensional Movement"
25789,Roll / Spin and Move
25794,"Dice Rolling, Grid Movement"
25795,Tile Placement
25821,"Variable Player Powers, Voting, Player Elimination, Role Playing, Deduction, Betting and Bluffing, Team-Based Game"
25823,"Hand Management, Action Points, Modular Board, Race, Track Movement"
25841,"Hexagon Grid, Simulation, Chit-Pull System"
25866,"Auction/Bidding, Trick-taking"
25871,Tile Placement
25900,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Variable Player Powers, Simulation, Variable Phase Order, Campaign / Battle Card Driven"
25920,"Negotiation, Voting, Betting and Bluffing, Physical"
25924,Roll / Spin and Move
25925,Trick-taking
25937,"Dice Rolling, Negotiation, Trading, Variable Player Powers, Voting"
25944,"Memory, Drafting"
25950,"Dice Rolling, Roll / Spin and Move, Simulation"
25951,"Hand Management, Variable Player Powers, Role Playing, Deduction, Betting and Bluffing"
25967,"Dice Rolling, Point to Point Movement"
25968,"Simultaneous Action Selection, Betting and Bluffing, Dexterity"
25972,"Dice Rolling, Simulation, Measurement Movement"
25973,"Hand Management, Trading"
25986,"Dice Rolling, Point to Point Movement"
25988,"Point to Point Movement, Grid Movement"
25991,Hexagon Grid
25992,Hexagon Grid
25993,"Dice Rolling, Hexagon Grid, Simulation, Variable Phase Order"
25994,Hexagon Grid
25999,Mancala
26017,Roll / Spin and Move
26025,Dexterity
26033,Dice Rolling
26047,"Hand Management, Set Collection"
26052,Hexagon Grid
26054,Deduction
26055,"Dice Rolling, Hexagon Grid, Tile Placement, Modular Board, Negotiation, Trading, Variable Player Powers, Voting, Variable Phase Order"
26067,"Enclosure, Paper-and-Pencil"
26080,"Hand Management, Take That, Drafting"
26093,"Hand Management, Set Collection"
26114,Push Your Luck
26122,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
26124,"Area Majority / Influence, Action Points, Modular Board, Point to Point Movement, Betting and Bluffing, Memory"
26132,"Dice Rolling, Action Points, Modular Board, Role Playing, Team-Based Game"
26134,Simultaneous Action Selection
26137,"Betting and Bluffing, Secret Unit Deployment"
26138,"Hand Management, Tile Placement, Action Points, Modular Board, Variable Player Powers, Secret Unit Deployment"
26141,Set Collection
26147,Paper-and-Pencil
26148,Dexterity
26156,"Tile Placement, Betting and Bluffing, Score-and-Reset Game, Drafting"
26162,"Area Majority / Influence, Dice Rolling, Push Your Luck"
26163,"Pick-up and Deliver, Drafting"
26203,"Dice Rolling, Simultaneous Action Selection, Hexagon Grid"
26204,"Roll / Spin and Move, Secret Unit Deployment, Pick-up and Deliver"
26205,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
26211,"Simultaneous Action Selection, Set Collection, Worker Placement"
26233,"Real-Time, Drafting"
26235,"Action Queue, Grid Movement"
26244,"Dice Rolling, Pattern Recognition, Real-Time, Dexterity"
26250,"Dice Rolling, Hexagon Grid, Simulation"
26292,"Dice Rolling, Hexagon Grid"
26293,Hexagon Grid
26305,Simulation
26306,"Area Majority / Influence, Dice Rolling, Action Points, Simulation, Area Movement, Solo / Solitaire Game"
26315,Dexterity
26349,"Hexagon Grid, Ratio / Combat Results Table"
26353,Ladder Climbing
26363,"Dice Rolling, Modular Board"
26372,"Dice Rolling, Hexagon Grid, Chit-Pull System"
26386,Dice Rolling
26446,"Modular Board, Deduction, Team-Based Game, Drafting, Physical"
26447,"Point to Point Movement, Campaign / Battle Card Driven"
26457,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Simulation, Campaign / Battle Card Driven, Pick-up and Deliver"
26458,"Dice Rolling, Hexagon Grid"
26459,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Secret Unit Deployment, Minimap Resolution"
26468,"Trick-taking, Set Collection, Betting and Bluffing, Team-Based Game"
26472,Hand Management
26474,"Dice Rolling, Scenario / Mission / Campaign Game, Simulation, Line of Sight, Measurement Movement"
26486,"Dice Rolling, Hexagon Grid, Line of Sight"
26516,"Hand Management, Simultaneous Action Selection, Player Judge"
26539,"Dice Rolling, Simulation, Area Movement"
26540,"Dice Rolling, Simulation, Area Movement"
26560,Roll / Spin and Move
26563,"Hand Management, Tile Placement"
26566,"Auction/Bidding, Income, TableauBuilding, Loans"
26578,Dexterity
26582,Pattern Building
26604,"Hand Management, Betting and Bluffing, Drafting"
26620,Hexagon Grid
26621,Hexagon Grid
26635,"Dice Rolling, Betting and Bluffing"
26687,Hand Management
26692,"Tile Placement, Network and Route Building"
26696,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
26697,"Dice Rolling, Secret Unit Deployment"
26700,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
26729,Tile Placement
26736,"Dice Rolling, Hexagon Grid, Simulation, Ratio / Combat Results Table"
26745,"Dice Rolling, Hexagon Grid, Chit-Pull System"
26747,Tile Placement
26786,Pattern Building
26795,"Dice Rolling, Hexagon Grid"
26840,Betting and Bluffing
26841,"Hand Management, Roll / Spin and Move, Variable Player Powers, Variable Phase Order"
26855,"Dice Rolling, Simulation, Line of Sight, Measurement Movement"
26859,"Player Elimination, Area Movement, Drafting, Physical"
26861,"Dice Rolling, Roll / Spin and Move, Voting"
26869,"Dice Rolling, Pattern Recognition, Memory"
26884,Hand Management
26890,Dice Rolling
26906,Hexagon Grid
26918,"Dice Rolling, Hexagon Grid, Simulation, Variable Phase Order"
26919,"Dice Rolling, Simulation, Area Movement, Team-Based Game"
26945,"Dice Rolling, Hexagon Grid, Variable Set-up, Grid Movement, Scenario / Mission / Campaign Game, Movement Points, Simulation, Line of Sight, Zone of Control"
26946,"Set Collection, Negotiation, Trading"
26952,"Square Grid, Grid Movement"
26956,Voting
26961,"Auction/Bidding, Worker Placement, Drafting"
26976,Hand Management
26983,"Variable Player Powers, Role Playing, Area Movement, Team-Based Game"
26986,"Race, Roll / Spin and Move"
26990,"Auction/Bidding, Set Collection, Commodity Speculation, Pick-up and Deliver"
26997,"Area Majority / Influence, Dice Rolling, Hand Management, Events, Simulation, Campaign / Battle Card Driven"
26999,Area Movement
27007,"Dice Rolling, Area Movement, Chit-Pull System"
27028,"Dice Rolling, Action Points"
27042,"Area Majority / Influence, Pick-up and Deliver"
27048,"Hexagon Grid, Action Queue, Simulation, Secret Unit Deployment"
27061,"Simultaneous Action Selection, Dexterity"
27071,Memory
27073,"Deduction, Betting and Bluffing"
27101,"Dice Rolling, Hexagon Grid, Movement Points, Simulation"
27117,"Set Collection, Drafting"
27127,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Line of Sight, Zone of Control"
27155,"Role Playing, Betting and Bluffing, Real-Time, Physical"
27162,"Dice Rolling, Worker Placement"
27165,"Hand Management, Drafting"
27172,"Tile Placement, Square Grid"
27173,"Auction/Bidding, Tile Placement, Victory Points as a Resource"
27181,Network and Route Building
27190,Deduction
27225,"Tile Placement, Real-Time"
27266,"Dice Rolling, Hexagon Grid, Variable Player Powers, Critical Hits and Failures"
27291,"Dice Rolling, Roll / Spin and Move, Betting and Bluffing"
27296,"Modular Board, Roll / Spin and Move"
27298,"Dice Rolling, Stock Holding"
27306,"Hand Management, Drafting"
27322,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move"
27335,"Trick-taking, Hidden Roles"
27336,"Action Points, Variable Player Powers"
27339,"Grid Movement, Team-Based Game"
27356,"Area Majority / Influence, Area Movement"
27359,"Dice Rolling, Hexagon Grid, Variable Player Powers, Grid Movement, Simulation"
27364,"Hand Management, Worker Placement"
27372,"Area Movement, Campaign / Battle Card Driven"
27373,"Negotiation, Voting, Simulation, Betting and Bluffing, Team-Based Game"
27380,"Area Majority / Influence, Network and Route Building, Drafting"
27385,"Area Majority / Influence, Set Collection"
27387,Hand Management
27388,Memory
27389,"Dice Rolling, Roll / Spin and Move"
27408,"Set Collection, Trading"
27443,Betting and Bluffing
27451,"Team-Based Game, Physical"
27460,Dice Rolling
27463,"Dice Rolling, Hexagon Grid, Tile Placement, Modular Board, Variable Phase Order"
27471,"Dice Rolling, Hand Management, Action Points, Modular Board, Variable Player Powers, Physical"
27480,"Dice Rolling, Simulation, Line of Sight"
27490,"Set Collection, Tile Placement, Layering"
27495,Pattern Building
27532,"Simultaneous Action Selection, Betting and Bluffing, Map Reduction"
27546,"Dice Rolling, Roll / Spin and Move"
27552,"Set Collection, Point to Point Movement"
27574,"Auction/Bidding, Pattern Building"
27584,"Dice Rolling, Push Your Luck"
27588,"Set Collection, Tile Placement"
27609,Set Collection
27613,"Dice Rolling, Push Your Luck"
27618,Dice Rolling
27624,"Roll / Spin and Move, Team-Based Game, Line Drawing"
27626,"Roll / Spin and Move, Team-Based Game, Line Drawing"
27627,"Dice Rolling, Roll / Spin and Move, Variable Player Powers, Role Playing, Take That"
27658,"Dice Rolling, Modular Board, Variable Player Powers"
27663,"Modular Board, Memory"
27665,"Dice Rolling, Hexagon Grid, Variable Set-up, Grid Movement, Scenario / Mission / Campaign Game, Events, Movement Points, Simulation, Ratio / Combat Results Table, Zone of Control"
27667,"Dice Rolling, Set Collection, Area Movement"
27668,Drafting
27674,Tile Placement
27675,"Set Collection, Drafting"
27678,Paper-and-Pencil
27680,"Hand Management, Simulation, Drafting"
27682,"Negotiation, Variable Player Powers, Voting, Role Playing, Deduction, Betting and Bluffing, Team-Based Game"
27687,"Deduction, Drafting"
27708,"Area Majority / Influence, Hand Management, Campaign / Battle Card Driven, Action/Event"
27710,"Dice Rolling, Set Collection, Paper-and-Pencil, Solo / Solitaire Game"
27712,"Dice Rolling, Roll / Spin and Move, Cooperative Game"
27719,Set Collection
27730,"Dice Rolling, Drafting"
27736,"Simultaneous Action Selection, Action Points, Modular Board, Cooperative Game"
27739,"Dice Rolling, Simulation, Area Movement, Campaign / Battle Card Driven"
27746,"Auction/Bidding, Dice Rolling, Set Collection, Negotiation, Trading, Roll / Spin and Move"
27751,"Set Collection, Pattern Building, Drafting"
27766,"Dice Rolling, Hand Management, Network and Route Building, Negotiation, Trading, Memory"
27781,"Set Collection, Drafting"
27789,"Trading, Pick-up and Deliver"
27800,"Area Majority / Influence, Investment, Market, Area Movement, Ownership"
27802,"Dice Rolling, Modular Board, Trading"
27813,"Dice Rolling, Modular Board, Map Reduction"
27817,"Dice Rolling, Hexagon Grid"
27823,"Area Majority / Influence, Dice Rolling, Events, Player Elimination, Take That, Card Play Conflict Resolution"
27826,Paper-and-Pencil
27830,"Dice Rolling, Roll / Spin and Move"
27833,"Auction/Bidding, Tile Placement, Network and Route Building, Pick-up and Deliver, Ownership, Loans"
27837,Dice Rolling
27848,"Dice Rolling, Variable Player Powers, Variable Phase Order"
27852,"Dice Rolling, Area Movement, Campaign / Battle Card Driven"
27853,"Trick-taking, Set Collection, Role Playing, Storytelling"
27857,"Tile Placement, Modular Board"
27863,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation"
27870,"Dice Rolling, Set Collection, Roll / Spin and Move, Dexterity"
27876,Drafting
27884,Dice Rolling
27926,"Set Collection, Stock Holding, Roll / Spin and Move"
27938,"Hexagon Grid, Grid Movement"
27939,Tile Placement
27940,"Dice Rolling, Dexterity"
27944,Hexagon Grid
27945,"Dice Rolling, Movement Points, Simulation, Area Movement, Chit-Pull System, Area-Impulse"
27948,Dexterity
27949,"Hand Management, Simultaneous Action Selection, Hexagon Grid, Variable Player Powers"
27950,"Hexagon Grid, Area Movement"
27959,"Dice Rolling, Hand Management, Roll / Spin and Move, Player Elimination"
27960,"Roll / Spin and Move, Drafting"
27961,"Area Majority / Influence, Dice Rolling, Area Movement, Campaign / Battle Card Driven"
27965,"Dice Rolling, Hexagon Grid, Simulation, Solo / Solitaire Game"
27968,"Dice Rolling, Hexagon Grid, Simulation, Chit-Pull System"
27969,"Dice Rolling, Action Points, Point to Point Movement, Simulation, Chit-Pull System"
27970,"Dice Rolling, Hand Management, Action Points"
27976,"Dice Rolling, Modular Board"
27981,Pattern Recognition
27982,Dexterity
28004,"Dice Rolling, Tile Placement, Modular Board, Variable Player Powers"
28010,Roll / Spin and Move
28017,"Voting, Betting and Bluffing, Drafting"
28018,Roll / Spin and Move
28023,"Dice Rolling, Hand Management, Simultaneous Action Selection, Race, Roll / Spin and Move"
28025,"Dice Rolling, Simultaneous Action Selection, Pattern Recognition, Memory, Real-Time, Drafting"
28037,"Dice Rolling, Set Collection, Push Your Luck"
28044,"Area Majority / Influence, Modular Board, Drafting"
28047,"Negotiation, Variable Player Powers, Betting and Bluffing, Team-Based Game"
28050,Pattern Building
28060,"Set Collection, Drafting"
28063,"Set Collection, Area Movement"
28068,"Dice Rolling, Betting and Bluffing"
28086,Dice Rolling
28089,"Set Collection, Action Points, Grid Movement, Memory, Map Deformation"
28096,"Dice Rolling, Variable Player Powers, Simulation, Line of Sight, Measurement Movement"
28100,Roll / Spin and Move
28102,"Hand Management, Set Collection, Tile Placement, Modular Board"
28109,Hexagon Grid
28143,"Hand Management, Simultaneous Action Selection, Set Collection, Variable Player Powers, Variable Phase Order, TableauBuilding, Follow"
28176,"Pattern Building, Roll / Spin and Move"
28181,"Hexagon Grid, Simulation, Variable Phase Order, Campaign / Battle Card Driven"
28185,"Dice Rolling, Hand Management, Solo / Solitaire Game"
28218,"Auction/Bidding, Set Collection, Real-Time, Dexterity"
28224,"Hand Management, Memory, Physical"
28231,Dice Rolling
28238,"Dice Rolling, Memory"
28246,Pick-up and Deliver
28253,"Dice Rolling, Hexagon Grid, Grid Movement, Scenario / Mission / Campaign Game, Movement Points, Simulation, Zone of Control"
28257,Roll / Spin and Move
28258,Real-Time
28259,"Hand Management, Simultaneous Action Selection, Player Elimination, Take That, Kill Steal, Semi-Cooperative Game"
28284,Hexagon Grid
28289,Hexagon Grid
28292,Set Collection
28296,"Paper-and-Pencil, Real-Time"
28298,"Tile Placement, Pattern Building, Pattern Recognition"
28301,Dice Rolling
28302,Mancala
28308,Dice Rolling
28371,"Auction/Bidding, Stock Holding, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
28388,Area Movement
28389,Grid Movement
28396,"Auction/Bidding, Set Collection"
28436,Memory
28444,"Hand Management, Trading, Campaign / Battle Card Driven"
28452,"Dice Rolling, Hexagon Grid, Simulation"
28454,Paper-and-Pencil
28472,Roll / Spin and Move
28511,"Dice Rolling, Roll / Spin and Move"
28522,"Simultaneous Action Selection, Betting and Bluffing, Physical"
28553,"Paper-and-Pencil, Betting and Bluffing"
28565,"Set Collection, Modular Board, Grid Movement, Cooperative Game, Memory"
28567,Voting
28574,"Dice Rolling, Roll / Spin and Move, Variable Player Powers, Role Playing"
28596,"Dice Rolling, Variable Player Powers, Grid Movement, Simulation"
28609,"Point to Point Movement, Roll / Spin and Move"
28620,Auction/Bidding
28650,"Hand Management, Roll / Spin and Move"
28674,"Auction/Bidding, Variable Player Powers, Betting and Bluffing, Secret Unit Deployment"
28678,"Action Points, Point to Point Movement, Team-Based Game"
28699,Hexagon Grid
28705,"Simultaneous Action Selection, Simulation"
28717,Dice Rolling
28718,Hand Management
28720,"Hand Management, Market, Network and Route Building, Income, Score-and-Reset Game, Tech Trees / Tech Tracks, Loans"
28723,"Auction/Bidding, Hand Management, Set Collection, Drafting"
28738,"Enclosure, Network and Route Building"
28739,"Hand Management, Point to Point Movement, Deduction, Betting and Bluffing, Team-Based Game, Hidden Movement"
28755,Memory
28805,"Dice Rolling, Variable Player Powers, Measurement Movement"
28817,Auction/Bidding
28828,"Dice Rolling, Hand Management, Drafting"
28829,"Dice Rolling, Simulation, Area Movement, Solo / Solitaire Game"
28834,"Point to Point Movement, Dexterity"
28843,"Dice Rolling, Simulation, Campaign / Battle Card Driven"
28857,"Tile Placement, Enclosure"
28860,Pattern Building
28879,"Dice Rolling, Roll / Spin and Move, Player Elimination, Role Playing, Deduction, Campaign / Battle Card Driven"
28905,"Set Collection, Negotiation, Trading, Roll / Spin and Move, Betting and Bluffing"
28907,"Dice Rolling, Simulation"
28944,"Auction/Bidding, Tile Placement, Stock Holding, Network and Route Building"
28989,Memory
29010,Trick-taking
29017,"Pattern Recognition, Memory, Dexterity"
29018,"Set Collection, Memory"
29019,Auction/Bidding
29020,"Paper-and-Pencil, Cooperative Game, Memory, Physical"
29026,"Dice Rolling, Variable Set-up, Variable Player Powers, Scenario / Mission / Campaign Game, Simulation, Measurement Movement"
29030,"Hand Management, Set Collection, Betting and Bluffing, Card Play Conflict Resolution"
29055,"Hand Management, Trick-taking, Solo / Solitaire Game"
29073,"Area Majority / Influence, Hand Management, Tile Placement, Enclosure"
29078,"Dice Rolling, Action Points, Drafting"
29080,"Pattern Building, Point to Point Movement"
29096,"Hand Management, Betting and Bluffing"
29099,"Auction/Bidding, Dice Rolling, Negotiation, Trading, Player Elimination, Commodity Speculation"
29106,Dice Rolling
29107,"Roll / Spin and Move, Cooperative Game"
29109,"Area Majority / Influence, Dice Rolling, Simultaneous Action Selection, Point to Point Movement, Variable Player Powers"
29117,"Hand Management, Tile Placement"
29118,"Dice Rolling, Area Movement"
29126,Modular Board
29138,"Pattern Building, Dexterity"
29140,"Dice Rolling, Dexterity"
29142,"Pattern Recognition, Memory"
29146,Set Collection
29198,"Dice Rolling, Variable Player Powers"
29199,"Dice Rolling, Hexagon Grid, Simulation, Secret Unit Deployment"
29223,"Area Majority / Influence, Tile Placement, Roll / Spin and Move"
29226,"Dice Rolling, Hexagon Grid, Grid Movement, Movement Points, Simulation"
29256,"Auction/Bidding, Point to Point Movement, Simulation, Drafting"
29258,Hexagon Grid
29259,"Dice Rolling, Area Movement"
29268,"Roll / Spin and Move, Role Playing, Cooperative Game, Memory, Line Drawing, Physical"
29278,"Auction/Bidding, Tile Placement, Stock Holding, Network and Route Building"
29281,"Roll / Spin and Move, Role Playing, Deduction, Memory, Team-Based Game, Drafting, Physical"
29285,"Dice Rolling, Hexagon Grid, Simulation"
29286,"Deduction, Betting and Bluffing, Memory, Secret Unit Deployment"
29291,"Enclosure, Pattern Building, Point to Point Movement, Area Movement, Team-Based Game"
29294,"Dice Rolling, Hand Management, Variable Player Powers, Role Playing"
29308,"Hand Management, Tile Placement"
29317,"Dice Rolling, Set Collection, Area Movement"
29351,"Hand Management, Betting and Bluffing, Memory, Take That, Single Loser Game"
29352,"Voting, Deduction, Betting and Bluffing, Team-Based Game, Physical"
29355,"Dice Rolling, Bingo"
29368,"Dice Rolling, Hand Management, Modular Board, Roll / Spin and Move, Variable Player Powers, Team-Based Game"
29375,"Area Majority / Influence, Dice Rolling, Variable Set-up, Events, Movement Points, Simulation, Area Movement, Secret Unit Deployment, Solo / Solitaire Game"
29376,"Dice Rolling, Hexagon Grid, Variable Set-up, Grid Movement, Scenario / Mission / Campaign Game, Movement Points, Simulation, Ratio / Combat Results Table, Line of Sight, Zone of Control"
29379,"Area Majority / Influence, Action Points, Area Movement, Chit-Pull System"
29380,"Dice Rolling, Hexagon Grid, Simulation"
29382,"Dice Rolling, Hexagon Grid, Simulation, Ratio / Combat Results Table"
29383,"Dice Rolling, Hexagon Grid, Simulation"
29386,"Dice Rolling, Hexagon Grid, Grid Movement, Scenario / Mission / Campaign Game, Movement Points, Simulation, Solo / Solitaire Game, Zone of Control"
29387,"Hand Management, Set Collection, Take That"
29408,"Area Movement, Deduction"
29410,"Area Majority / Influence, Set Collection, Point to Point Movement"
29411,"Cooperative Game, Dexterity"
29415,"Hand Management, Modular Board, Variable Player Powers, Deduction, Betting and Bluffing"
29419,Modular Board
29433,"Dice Rolling, Roll / Spin and Move"
29447,"Dice Rolling, Area Movement"
29456,"Hand Management, Drafting"
29489,Push Your Luck
29491,"Square Grid, Grid Movement"
29505,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
29517,Hand Management
29581,"Dice Rolling, Modular Board, Secret Unit Deployment"
29582,Pattern Building
29599,"Pattern Building, Variable Player Powers"
29602,"Area Majority / Influence, Dice Rolling, Modular Board, Variable Player Powers, Grid Movement, Die Icon Resolution"
29603,"Hexagon Grid, Simulation, Cooperative Game, Secret Unit Deployment, Solo / Solitaire Game"
29613,"Dice Rolling, Paper-and-Pencil, Dexterity"
29626,Trading
29638,"Pattern Building, Pattern Recognition, Dexterity"
29653,Roll / Spin and Move
29656,"Dice Rolling, Secret Unit Deployment, Campaign / Battle Card Driven"
29663,"Dice Rolling, Hexagon Grid, Grid Movement, Scenario / Mission / Campaign Game, Simulation"
29676,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move"
29678,"Dice Rolling, Modular Board, Role Playing"
29687,"Dice Rolling, Hand Management, Hexagon Grid, Push Your Luck, Race, Grid Movement, Take That"
29691,"Dice Rolling, Hexagon Grid, Movement Points, Simulation"
29694,"Cooperative Game, Memory, Dexterity"
29736,"Dice Rolling, Roll / Spin and Move, Area Movement"
29741,Grid Movement
29773,"Set Collection, Push Your Luck"
29805,"Deduction, Storytelling, Physical"
29839,"Auction/Bidding, Set Collection, Tile Placement, Worker Placement"
29848,"Auction/Bidding, Hand Management, Variable Player Powers, Simulation, Area Movement"
29860,"Dice Rolling, Hexagon Grid, Chit-Pull System"
29875,"Dice Rolling, Hexagon Grid, Simulation"
29879,"Dice Rolling, Hexagon Grid, Drafting"
29903,"Area Majority / Influence, Memory"
29924,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
29934,"Area Majority / Influence, Tile Placement"
29937,"Area Majority / Influence, Hand Management, Variable Set-up, Sudden Death Ending, Team-Based Game, Campaign / Battle Card Driven, Map Reduction, Communication Limits"
29939,"Set Collection, Betting and Bluffing, Drafting"
29952,"Pattern Building, Memory"
29972,"Area Majority / Influence, Point to Point Movement"
30000,"Variable Player Powers, Memory, Secret Unit Deployment"
30009,"Dice Rolling, Variable Player Powers, Paper-and-Pencil"
30010,Simultaneous Action Selection
30020,"Dice Rolling, Hexagon Grid"
30021,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Zone of Control"
30022,Hexagon Grid
30023,"Dice Rolling, Hexagon Grid, Grid Movement, Movement Points, Simulation, Ratio / Combat Results Table, Zone of Control"
30024,"Hand Management, Tile Placement"
30057,Set Collection
30081,Paper-and-Pencil
30098,"Dice Rolling, Pattern Building"
30102,"Tile Placement, Modular Board, Trading, Commodity Speculation"
30111,"Dice Rolling, Simultaneous Action Selection"
30164,"Dice Rolling, Hexagon Grid, Set Collection, Variable Player Powers"
30166,"Dice Rolling, Trading, Variable Player Powers"
30179,"Area Majority / Influence, Tile Placement"
30216,"Dice Rolling, Hexagon Grid, Simulation, Chit-Pull System"
30239,Hand Management
30241,"Area Majority / Influence, Hand Management, Set Collection"
30246,"Hand Management, Simultaneous Action Selection, Set Collection"
30248,"Dice Rolling, Roll / Spin and Move, Dexterity"
30255,"Set Collection, Roll / Spin and Move, Dexterity"
30264,"Dice Rolling, Area Movement"
30281,"Dice Rolling, Roll / Spin and Move, Drafting"
30286,"Tile Placement, Enclosure"
30287,Auction/Bidding
30306,Drafting
30324,"Simultaneous Action Selection, Negotiation, Variable Player Powers, Player Elimination, Betting and Bluffing, Physical"
30328,Dexterity
30334,"Deduction, Team-Based Game, Dexterity"
30356,"Hand Management, Tile Placement, Enclosure, Pattern Building, Layering"
30363,"Trading, Betting and Bluffing, Memory"
30364,Trick-taking
30367,"Hand Management, Roll / Spin and Move, Bias, Pick-up and Deliver"
30370,Cooperative Game
30379,"Auction/Bidding, Hand Management, Betting and Bluffing"
30380,"Auction/Bidding, Hand Management, Market, Voting, Variable Phase Order"
30381,"Set Collection, Rondel"
30393,"Pattern Recognition, Memory"
30438,Storytelling
30456,"Dice Rolling, Network and Route Building, Roll / Spin and Move"
30483,"Simultaneous Action Selection, Action Queue, Betting and Bluffing"
30485,"Team-Based Game, Dexterity"
30505,"Hand Management, Simultaneous Action Selection"
30539,"Hand Management, Simultaneous Action Selection, Race, Player Elimination, Betting and Bluffing, Relative Movement"
30549,"Hand Management, Set Collection, Action Points, Point to Point Movement, Trading, Variable Player Powers, Cooperative Game"
